,db,order,family,genus,genus_old
896,itis,Lepidoptera,Geometridae,Pseudocoremia,Pseudocoremia
897,itis,Hymenoptera,Gasteruptiidae,Pseudofoenus,Pseudofoenus
898,itis,Coleoptera,Scarabaeidae,Pyronola,Pyronola
899,itis,NA,NA,NA,Sawpogon
900,itis,Coleoptera,Oedemeridae,Selenopalpus,Selenopalpus
901,itis,Lepidoptera,Geometridae,Sestra,Sestra
902,itis,Lepidoptera,Geometridae,Dasyuris,Dasyuris
903,itis,Lepidoptera,Geometridae,Asaphodes,Asaphodes
904,itis,Coleoptera,Hydrophilidae,Rygmodus,Rygmodus
905,itis,Lepidoptera,Tortricidae,Gelophaula,Gelophaula
906,itis,Coleoptera,Curculionidae,Peristoreus,Peristoreus
907,itis,Diptera,Tachinidae,Xenorhynchia,Xenorhynchia
908,itis,Hymenoptera,Apidae,Melipona,Melipona
909,itis,Hymenoptera,Apidae,Euglossa,Euglossa
910,itis,Apodiformes,Trochilidae,Polytmus,Politmus
911,itis,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis
912,itis,Hymenoptera,Masaridae,Cerceris,Cerciris
913,itis,Hymenoptera,Euminidae,Polybia,Polybia
914,itis,Lepidoptera,Licaenidae,Calycopis,Calicopis
915,itis,Hymenoptera,Halictidae,Augochlora,Augochlora
916,itis,Diptera,Syrphidae,Copestylum,Copestylum
917,itis,Hymenoptera,Halictidae,Lasioglossum,Dialictus
918,itis,Hymenoptera,Apidae,Exomalopsis,Exomalopsis
919,itis,Hymenoptera,Sphecidae,Sphex,Sphex
920,itis,Hymenoptera,Apidae,Eulaema,Eulaema
921,itis,Hymenoptera,Vespidae,Pachodynerus,Pachodynerus
922,itis,Lepidoptera,Hesperiidae,Panoquina,Panoquina
923,itis,Hymenoptera,Halictidae,Pseudagochloropsis,Psedagochloropsis
924,itis,Hymenoptera,Vespidae,Brachygastra,Brachygastra
925,itis,Passeriformes,Coerebidae,Coereba,Coereba
926,itis,Coleoptera,Scarabaeidae,Cyclocephala,Cyclocephala
927,itis,Diptera,Tachinidae,Cylyndromia,Cylindromia
928,itis,Hymenoptera,Euminidae,Montezumia,Montezumia
929,itis,Hymenoptera,Crabronidae,Oxybelus,Oxybelus
930,itis,Hymenoptera,Pompilidae,Pepsis,Pepsis
931,itis,NA,NA,NA,Pereirapsis
932,itis,NA,NA,NA,Pyrrhogige
933,itis,Diptera,Sarcophagidae,Sarcodexia,Sarcodexia
934,itis,NA,NA,NA,Sticia
935,itis,Hymenoptera,Crabronidae,Tachytes,Tachites
936,itis,Lepidoptera,Hesperiidae,Vehilius,Vehilius
937,itis,Passeriformes,Emberizidae,Zonotrichia,Zonotrichia
938,itis,Hymenoptera,Halictidae,Augochlora,Augochlorensis
939,itis,Hymenoptera,Halictidae,Auhochloropsis,Auhochloropsis
940,itis,Diptera,Syrphidae,Palpada,Palpada
941,itis,Hymenoptera,Halictidae,Pereirapis,Pereirapis
942,itis,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus
943,itis,Apodiformes,Trochilidae,Amazilia,Amazilia
944,itis,Hymenoptera,Megachilidae,Anthidium,Athidium
945,itis,Diptera,Sarcophagidae,Helicobia,Helicobia
946,itis,Lepidoptera,Hesperiidae,Heliopetes,Heliopetes
947,itis,Diptera,Sarcophagidae,Oxysarcodexia,Oxyssarcodexia
948,itis,Hymenoptera,Megachilidae,Anthidiellum,Anthidiellum
949,itis,Diptera,Sarcophagidae,Chrysagria,Chrysagria
950,itis,Lepidoptera,Hesperiidae,Cogia,Cogia
951,itis,Diptera,Hybotidae,Euhybus,Euhibus
952,itis,Hymenoptera,Crabronidae,Ectemnius,Extemnius
953,itis,Lepidoptera,Nymphalidae,Junonia,Junonia
954,itis,NA,NA,NA,Omicrom
955,itis,Hymenoptera,Euminidae,Pachodynerus,Pachodunerus
956,itis,Hymenoptera,Euminidae,Parancistrocerus,Parancistrocerus
957,itis,Hymenoptera,Apidae,Anthophora,Phaenica
958,itis,Lepidoptera,Hesperiidae,Pompeius,Pompeius
959,itis,Diptera,Sarcophagidae,Sarcophagula,Sarcophagula
960,itis,Hymenoptera,Apidae,Trigona,Trigona
961,itis,Diptera,Tachinidae,Spallanzania,Spallanzania
962,itis,Diptera,Cloropidae,Oscinis,Oscinis
963,itis,Hymenoptera,Halictidae,Agapostemon,Agapostemon
964,itis,Hymenoptera,Pompilidae,Anoplius,Anoplius
965,itis,Coleoptera,Melyridae,Anthocomus,Anthocomus
966,itis,Diptera,Scatopsidae,Scatopse,Scatopse
967,itis,Hymenoptera,Crabronidae,Tachytes,Tachytes
968,itis,Hymenoptera,Braconidae,Urosigalphus,Urosigalphus
969,itis,NA,NA,NA,Eumyotheria
970,itis,Coleoptera,Scarabaeidae,Euphoria,Euphorus
971,itis,Hymenoptera,Apidae,Triepeolus,Triepeolus
972,itis,Coleoptera,Dermestidae,Anthrenus,Anthrenus
973,itis,Hymenoptera,Pompilidae,Ceropales,Ceropales
974,itis,Hymenoptera,Colletidae,Hylaeus,Evylaeus
975,itis,Decapoda,Euryplacidae,Machaerus,Machaeris
976,itis,Hemiptera,Rhopalidae,Corizus,Corizus
977,itis,Isopoda,Gnathiidae,Gnathia,Gnathias
978,itis,Diptera,Tachinidae,Hyalurgus,Hyalurgus
979,itis,Lepidoptera,Braconidae,Microbracon,Microbracon
980,itis,Diptera,Scenopinidae,Scenopinus,Scenopinus
981,itis,NA,NA,NA,Phor
982,itis,Coleoptera,Rhipiphoridae,Rhipiphorus,Rhipiphorus
983,itis,Hymenoptera,Andrenidae,Andrena,Trachandrena
984,itis,Hymenoptera,Braconidae,Vipio,Vipio
985,itis,Hymenoptera,Andrenidae,Andrena,Opandrena
986,itis,Hymenoptera,Sapygidae,Sapyga,Sapyga
987,itis,NA,NA,NA,Carceris
988,itis,Hymenoptera,Chalcididae,Haltichella,Haltichella
989,itis,Diptera,Syrphidae,Xanthogramma,Xanthogramma
990,itis,Diptera,Sarcophagidae,Pachyophthalmus,Pachyophthalmus
991,itis,Himenoptera,Halictidae,Lasioglossum,Chloralictus
992,itis,Himenoptera,Halictidae,Sphecodes,Sphecodium
993,itis,Hymenoptera,Andrenidae,Andrena,Parandrena
994,itis,Hymenoptera,Pteromalidae,Syntomopus,Syntomopus
995,itis,Hymenoptera,Ichneumonidae,Polysphincta,Polysphincta
996,itis,Lepidoptera,Nymphalidae,Basilarchia,Basilarchia
997,itis,Hymenoptera,Pompilidae,Elis,Elis
998,itis,Coleoptera,Cerambycidae,Typocerus,Typocerus
999,itis,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus
1000,itis,Diptera,Bombyliidae,Sparnopolius,Saparnopolius
1001,itis,Hymenoptera,Apidae,Holcopasites,Holcopasites
1002,itis,Diptera,Phoridae,Megasella,Trineura
1003,itis,Diptera,Muscidae,Morellia,Morellia
1004,itis,Hymenoptera,Megachilidae,Osmia,Diceratosmia
1005,itis,Hymenoptera,Apidae,Melissodes,Melissodes
1006,itis,Hymenoptera,Crabronidae,Oxybelus,Notoglossa
1007,itis,Hemiptera,Pentatomidae,Euschistus,Euchistus
1008,itis,Hymenoptera,Ichneumonidae,Lampronota,Lampronota
1009,itis,Hymenoptera,Halictidae,Halictus,Odontalictus
1010,itis,Fabales,Fabaceae,Prosopis,Prosopis
1011,itis,Coleoptera,Cerambycidae,Strangalia,Strangalia
1012,itis,Diptera,Sepsidae,Themira,Themira
1013,itis,Diptera,Chloropidae,Hippelates,Hippelates
1014,itis,Hymenoptera,Megachilidae,Heriades,Neotrypetes
1015,itis,Hymenoptera,Andrenidae,Anthemurgus,Anthemurgus
1016,itis,Hymenoptera,Pompilidae,Ageniella,Ageniella
1017,itis,Diptera,Anthomyiidae,Phorbia,Phorbia
1018,itis,Diptera,Syrphidae,Cheilosia,Chilosia
1019,itis,Hymenoptera,Chrysididae,Elampus,Notozus
1020,itis,Hymenoptera,Crabronidae,Phemphredon,Cemonus
1021,itis,Hemiptera,Miridae,Calocoris,Calocoris
1022,itis,Diptera,Chloropidae,Siphonella,Siphonella
1023,itis,Hymenoptera,Megachilidae,Ashmeadiella,Ashmeadiella
1024,itis,NA,NA,NA,Batizonus
1025,itis,Lepidoptera,Noctuidae,Acontia,Acontia
1026,itis,Diptera,Tachinidae,Buquetia,Blepharipeza
1027,itis,Hymenoptera,Anthophoridae,Nomada,Holonomada
1028,itis,Hymenoptera,Euminidae,Leionotus,Leionotus
1029,itis,Hymenoptera,Ichneumonidae,Tryphon,Tryphon
1030,itis,Diptera,Culicidae,Culex,Culex
1031,itis,Diptera,Tachinidae,Frontina,Frontina
1032,itis,Diptera,Tachinidae,Hypostena,Hypostena
1033,itis,Diptera,Muscidae,Lispe,Lispa
1034,itis,Diptera,Chloropidae,Meromyza,Meromyza
1035,itis,Diptera,Ephydridae,Ochthera,Ochthera
1036,itis,Lepidoptera,Lycaenidae,Thecla,Thecla
1037,itis,Hymenoptera,Braconidae,Bracon,Bracon
1038,itis,Coleoptera,Curculionidae,Centrinites,Centrinites
1039,itis,Hymenoptera,Ichneumonidae,Hemiteles,Hemiteles
1040,itis,Diptera,Calliphoridae,Cynomyia,Cynomyia
1041,itis,Hymenoptera,Crabronidae,Liris,Notogonidea
1042,itis,Hymenoptera,Sphecidae,Chlorion,Chlorion
1043,itis,Hymenoptera,Braconidae,Dacnusa,Dacnusa
1044,itis,Diptera,Tachinidae,Gonia,Gonia
1045,itis,Asterales,Asteraceae,Mesogramma,Mesogramma
1046,itis,Diptera,Rhinophoridae,Phyto,Phyto
1047,itis,Coleoptera,Lampyridae,Photinus,Photinus
1048,itis,Diptera,Syrphidae,Spilomyia,Spilomyia
1049,itis,Lepidoptera,Hesperiidae,Limochores,Limochores
1050,itis,Hymenoptera,Crabronidae,Nysson,Nysson
1051,itis,Hymenoptera,Apidae,Xenoglossa,Xenoglossa
1052,itis,Diptera,Tachinidae,Cylindromya,Ocyptera
1053,itis,Diptera,Bombyliidae,Anthrax,Anthrax
1054,itis,Coleoptera,Tenebrionidae,Ceratoma,Ceratoma
1055,itis,Hymenoptera,Pteromalidae,Pachyneuron,Pachyneuron
1056,itis,Hymenoptera,Perilampidae,Perilampus,Perilampus
1057,itis,Hymenoptera,Formicidae,Aenictus,Porizon
1058,itis,Coleoptera,Melyridae,Collops,Collops
1059,itis,Hymenoptera,Pompilidae,Poecilopompilus,Poecilopompilus
1060,itis,Lepidoptera,Hesperiidae,Hesperia,Hesperia
1061,itis,Hymenoptera,Andrenidae,Heterosarus,Heterosarus
1062,itis,Diptera,Chamaemyiidae,Leucopis,Leucopis
1063,itis,Hemiptera,Miridae,Phytocoris,Phytocoris
1064,itis,Hymenoptera,Andrenidae,Andrena,Pterandrena
1065,itis,Hymenoptera,Chalcididae,Conura,Smicra
1066,itis,Coleoptera,Scarabaeidae,Euphoria,Euphoria
1067,itis,Coleoptera,Scarabaeidae,Valgus,Valgus
1068,itis,Hemiptera,Alydidae,Alydus,Alydus
1069,itis,Diptera,Anthomyiidae,Leucophora,Hammomyia
1070,itis,Diptera,Tachinidae,Linnaemyia,Linnaemyia
1071,itis,Diptera,Muscidae,Mydaea,Mydaea
1072,itis,Geraniales,Viviniaceae,Viviania,Viviania
1073,itis,Diptera,Syrphidae,Brachypalpus,Brachypalpus
1074,itis,Diptera,Chloropidae,Elachiptera,Elachiptera
1075,itis,Hymenoptera,Eulophidae,Elasmus,Elasmus
1076,itis,Hymenoptera,Andrenidae,Perdita,Perdita
1077,itis,Coleoptera,Buprestidae,Acmaeodera,Acmaeodera
1078,itis,Diptera,Sphaerocedirae,Borborus,Borborus
1079,itis,Diptera,Tachinidae,Ormia,Clytiomyia
1080,itis,Hymenoptera,Evaniidae,Hyptia,Hyptia
1081,itis,Hymenoptera,Scelionidae,Telenomus,Teleas
1082,itis,Hymenoptera,Crabronidae,Bicyrtes,Bicyrtes
1083,itis,Hemiptera,Thyreocoridae,Corimelaena,Corimelaena
1084,itis,Lepidoptera,Nymphalidae,Phyciodes,Phyciodes
1085,itis,Plagiotomida,Plagiotomidae,Plagiotoma,Plagiotoma
1086,itis,Hymenoptera,Megachilidae,Megachile,Sayapis
1087,itis,Diptera,Sarcophagidae,Senotainia,Senotainia
1088,itis,Diptera,Tachinidae,Phasia,Alophora
1089,itis,Hymenoptera,Halictidae,Lasioglossum,Curtisapis
1090,itis,Hymenoptera,Apidae,Florilegus,Florilegus
1091,itis,Hymenoptera,Tenthredinidae,Pseudosiobla,Pseudosiobla
1092,itis,Hymenoptera,Crabronidae,Bembix,Bembix
1093,itis,Diptera,Phoridae,Phora,Phora
1094,itis,Diptera,Tachinidae,Tachina,Tachina
1095,itis,Diptera,Conopidae,Conops,Conops
1096,itis,Coleoptera,Histeridae,Hister,Hister
1097,itis,NA,NA,NA,Leucosmia
1098,itis,Littorinimorpha,Velutinidae,Limneria,Limneria
1099,itis,Diptera,Muscidae,Myospila,Myospila
1100,itis,Araneae,Gnaphosidae,Drassyllus,Orgilus
1101,itis,Diptera,Conopidae,Physocephala,Physocephala
1102,itis,Lepidoptera,Pieridae,Pontia,Pontia
1103,itis,Coleoptera,Elateridae,Limonius,Limonius
1104,itis,Hymenoptera,Pompilidae,Pompiloides,Pompiloides
1105,itis,Hymenoptera,Crabronidae,Ectemnius,Protothyreopus
1106,itis,Diptera,Tachinidae,Sturmia,Sturmia
1107,itis,Lepidoptera,Hesperiidae,Thanaos,Thanaos
1108,itis,Desmidiales,Desmidiaceae,Xanthidium,Xanthidium
1109,itis,Hymenoptera,Megachilidae,Osmia,Xanthomelana
1110,itis,Coleoptera,Meloidae,Epicauta,Epicauta
1111,itis,Coleoptera,Meloidae,Macrobasis,Macrobasis
1112,itis,Diptera,Syrphidae,Mallota,Mallota
1113,itis,Lepidoptera,Nymphalidae,Lethe,Anthedon
1114,itis,Hymenoptera,Chrysididae,Chrysis,Chrysis
1115,itis,Coleoptera,Attelabidae,Eugnamptus,Eugnamptus
1116,itis,Coleoptera,Scraptiidae,Pentaria,Pentaria
1117,itis,Lepidoptera,Hesperiidae,Achalarus,Achalarus
1118,itis,Hemiptera,Stelididae,Stelis,Chelynia
1119,itis,Lepidoptera,Lycaenidae,Eupsyche,Eupsyche
1120,itis,Hymenoptera,Pteromalidae,Eutrichosoma,Eutrichosoma
1121,itis,Hymenoptera,Pompilidae,Priocnemoides,Priocnemoides
1122,itis,Hymenoptera,Andrenidae,Andrena,Ptilandrena
1123,itis,Coleoptera,Cerambycidae,Carneades,Carneades
1124,itis,Diptera,Chloropidae,Chlorops,Chlorops
1125,itis,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica
1126,itis,Decapoda,Alpheidae,Alpheus,Dolerus
1127,itis,Hymenoptera,Ichneumonidae,Glypta,Glypta
1128,itis,Lepidoptera,Crambidae,Loxostege,Loxostege
1129,itis,Hymenoptera,Megachilidae,Stelis,Microstelis
1130,itis,Diptera,Tachinidae,Phasia,Phorantha
1131,itis,Hymenoptera,Pompilidae,Psammochares,Psammochares
1132,itis,Hymenoptera,Crabronidae,Stictiella,Stictiella
1133,itis,Hymenoptera,Crabronidae,Stizus,Stizus
1134,itis,Hymenoptera,Ichneumonidae,Trogus,Trogus
1135,itis,Hymenoptera,Crabronidae,Alysson,Alyson
1136,itis,Malpighiales,Clusiaceae,Chrysochlamys,Chrysochlamys
1137,itis,NA,NA,NA,Drepanium
1138,itis,Hymenoptera,Crabronidae,Eucerceris,Eucerceris
1139,itis,Hymenoptera,Apidae,Nomada,Heminomada
1140,itis,Hymenoptera,Argidae,Hylotoma,Hylotoma
1141,itis,Hemiptera,Coreidae,Empis,Pachymeria
1142,itis,Diptera,Sciaridae,Sciara,Sciara
1143,itis,Diptera,Tabanidae,Therioplectes,Therioplectes
1144,itis,Hymenoptera,Vespidae,Leptochilus,Zendalia
1145,itis,Coleoptera,Cerambycidae,Acmaeops,Acmaeops
1146,itis,Hymenoptera,Ichneumonidae,Agrothereutes,Agrothereutes
1147,itis,Lepidoptera,Hesperiidae,Ancyloxypha,Ancyloxypha
1148,itis,Diptera,Tachinidae,Archytas,Archytas
1149,itis,Coleoptera,Chrysomelidae,Babia,Babia
1150,itis,Diptera,Sarcophagidae,Brachycoma,Brachycoma
1151,itis,Diptera,Syrphidae,Chrysogaster,Chrystogaster
1152,itis,Coleoptera,Latridiidae,Corticaria,Corticaria
1153,itis,Diptera,Bombyliidae,Exoprosopa,Exoprosopa
1154,itis,Diptera,Tachinidae,Leskia,Leskia
1155,itis,Lepidoptera,Sphingidae,Eumorpha,Philampelus
1156,itis,Hymenoptera,Ichneumonidae,Pimpla,Pimpla
1157,itis,Diptera,Bombyliidae,Systoechus,Systoechus
1158,itis,Hymenoptera,Chrysididae,Chrysis,Tetrachrysis
1159,itis,Hymenoptera,Crabronidae,Ectemnius,Xestocrabro
1160,itis,Diptera,Agromyzidae,Agromyza,Agromyza
1161,itis,Diptera,Bombyliidae,Aldrichia,Aldrichia
1162,itis,Hymenoptera,Sphecidae,Sphex,Ammobia
1163,itis,Coleoptera,Dermestidae,Cryptorhopalum,Cryptorhopalum
1164,itis,Diptera,Tachinidae,Epigrimyia,Epigrimyia
1165,itis,Hymenoptera,Apidae,Svastra,Epimelissodes
1166,itis,Lepidoptera,Lycaenidae,Heodes,Heodes
1167,itis,Coleoptera,Tachinidae,Hyalomyodes,Hyalomyodes
1168,itis,Hemiptera,Lygaeidae,Lygaeus,Lygaeus
1169,itis,Diptera,Tachinidae,Panzeria,Panzeria
1170,itis,Diptera,Tachinidae,Paradidyma,Paradidyma
1171,itis,Hymenoptera,Sphecidae,Priononyx,Priononyx
1172,itis,Diptera,Conopidae,Robertsonomyia,Robertsonomyia
1173,itis,Hymenoptera,Apidae,Tetranoliella,Xenoglossodes
1174,itis,Coleoptera,Buprestidae,Agrilus,Agrilus
1175,itis,Hymenoptera,Andrenidae,Calliopsis,Calliopsis
1176,itis,Hymenoptera,Eulophidae,Chrysocharis,Chrysocharis
1177,itis,Hymenoptera,Formicidae,Cremastogaster,Cremastogaster
1178,itis,Hymenoptera,Megachilidae,Cyphopyga,Cyphopyga
1179,itis,Diptera,Tachinidae,Distichona,Distichona
1180,itis,Coleoptera,Cleridae,Enoplium,Enoplium
1181,itis,Diptera,Tachinidae,Epalpus,Epalpus
1182,itis,Coleoptera,Nitidulidae,Epurea,Epurea
1183,itis,Hymenoptera,Chrysididae,Hedychrum,Hedychrum
1184,itis,Diptera,Tabanidae,Scepsis,Scepsis
1185,itis,Coleoptera,Cerambycidae,Batyle,Batyle
1186,itis,Coleoptera,Chrysomelidae,Bruchus,Bruchus
1187,itis,Diptera,Anthomyiidae,Calythea,Calythea
1188,itis,Diptera,Syrphidae,Ceriana,Ceria
1189,itis,Diptera,Scathophagidae,Cordilura,Cordylura
1190,itis,Lepidoptera,Nymphalidae,Euptoieta,Euptoieta
1191,itis,Diptera,Stratiomyidae,Merosargus,Metopius
1192,itis,Hymenoptera,Pompilidae,Planiceps,Planiceps
1193,itis,Coleoptera,Cantaridae,Telephorus,Telephorus
1194,itis,Lepidoptera,Sesiidae,Carmenta,Carmenta
1195,itis,Hymenoptera,Apidae,Cemolobus,Cemolobus
1196,itis,Hymenoptera,Megachilidae,Megachile,Chelostomoides
1197,itis,Diptera,Clusiidae,Clusia,Clusia
1198,itis,Lepidoptera,Crambidae,Crambus,Crambus
1199,itis,Hemiptera,Pentatomidae,Euschistus,Euschistus
1200,itis,Lepidoptera,Zygaenidae,Harrisina,Harrisina
1201,itis,Hymenoptera,Crabronidae,Gorites,Hoplisus
1202,itis,Hymenoptera,Apidae,Amegilla,Megilla
1203,itis,Coleoptera,Dermestidae,Orphilus,Orphilus
1204,itis,Coleoptera,Cantharidae,Padabrus,Padabrus
1205,itis,Lepidoptera,Noctuidae,Plusia,Plusia
1206,itis,Hymenoptera,Pompilidae,Pseudagenia,Pseudagenia
1207,itis,Hymenoptera,Crabronidae,Zanysson,Zanysson
1208,itis,Lepidoptera,Erebidae,Callimorpha,Callimorpha
1209,itis,Lepidoptera,Sphyngidae,Theretra,Chaerocampa
1210,itis,Coleoptera,Cantharidae,Silis,Ditemnus
1211,itis,Coleoptera,Lampyridae,Ellychnia,Ellychnia
1212,itis,Hymenoptera,Ichneumonidae,Exetastes,Exetastes
1213,itis,Hymenoptera,Figitidae,Figites,Figites
1214,itis,Diptera,Sarcophagidae,Hilarella,Hilarella
1215,itis,Hymenoptera,Pompilidae,Lophopompilus,Lophopompilus
1216,itis,Coleoptera,Chrysomelidae,Luperaltica,Luperaltica
1217,itis,Hymenoptera,Braconidae,Microplitis,Microplitis
1218,itis,Diptera,Stratiomyidae,Nemotelus,Nemotelus
1219,itis,Hymenoptera,Halictidae,Paralictus,Paralictus
1220,itis,Lepidoptera,Sphyngidae,Manduca,Protoparee
1221,itis,Diptera,Sciomyzidae,Tetanocera,Tetanocera
1222,itis,Hymenoptera,Apidae,Bombomelecta,Bombomelecta
1223,itis,Coleoptera,Curculionidae,Centrinus,Centrinus
1224,itis,Hymenoptera,Apidae,Anthofora,Clisodon
1225,itis,Neogastropoda,Nassariidae,Cyllene,Cyllene
1226,itis,Diptera,Tachinidae,Cyphocera,Cyphocera
1227,itis,Hymenoptera,Crabronidae,Lindenius,Lindenius
1228,itis,Coleoptera,Ripiphoridae,Myodites,Myodites
1229,itis,Hymenoptera,Myrmosidae,Myrmosa,Myrmosa
1230,itis,Diptera,Syrphidae,Orthonevra,Orthoneura
1231,itis,Hymenoptera,Crabronidae,Philanthus,Philanthus
1232,itis,Lepidoptera,Hesperiidae,Pholisora,Pholisora
1233,itis,Hymenoptera,Figitidae,Kleidotoma,Trirhoptrasema
1234,itis,Diptera,Conopidae,Zodion,Zodion
1235,itis,Lepidoptera,Nymphalidae,Danaus,Anosia
1236,itis,Diptera,Tachinidae,Biomyia,Biomyia
1237,itis,Hemiptera,Nabidae,Coriscus,Coriscus
1238,itis,Hymenoptera,Figitidae,Striatovertex,Eucoila
1239,itis,Hymenoptera,Ichneumonidae,Gambrus,Gambrus
1240,itis,Coleoptera,Chrysomelidae,Haltica,Haltica
1241,itis,Lepidoptera,Pieridae,Nathalis,Nathalis
1242,itis,Hymenoptera,Apidae,Peponapis,Peponapis
1243,itis,Diptera,Bombyliidae,Phthiria,Phthiria
1244,itis,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon
1245,itis,Diptera,Tachinidae,Trichophora,Trichophora
1246,itis,Diptera,Sarcophagidae,Araba,Araba
1247,itis,Coleoptera,Carabidae,Pachycallida,Callida
1248,itis,Hymenoptera,Megachilidae,Osmia,Ceratosmia
1249,itis,Lepidoptera,Nymphalidae,Cercyonis,Cercyonis
1250,itis,Hymenoptera,Chalcididae,Chalcis,Chalcis
1251,itis,Diptera,Callyphoridae,Chrisomya,Compsomyia
1252,itis,Hymenoptera,Ichneumonidae,Cremastus,Cremastus
1253,itis,Diptera,Tachinidae,Ennyomma,Ennyomma
1254,itis,Coleoptera,Curculionidae,Idiostethus,Idiostethus
1255,itis,Hymenoptera,Andrenidae,Andrena,Iomelissa
1256,itis,Diptera,Lonchaeidae,Lonchaea,Lonchaea
1257,itis,Hymenoptera,Crabronidae,Lyroda,Lyroda
1258,itis,Diptera,Sarcophagidae,Metoposarcophaga,Metoposarcophaga
1259,itis,Diptera,Mydidae,Mydas,Midas
1260,itis,Diptera,Syrphidae,Myiolepta,Myiolepta
1261,itis,Hymenoptera,Ichneumonidae,Ophion,Ophion
1262,itis,Hemiptera,Pentatomidae,Podisus,Podisus
1263,itis,Lepidoptera,Nymphalidae,Polygonia,Polygonia
1264,itis,Hymenoptera,Crabronidae,Gorytes,Pseudoplisus
1265,itis,Diptera,Conopidae,Psysocephala,Psysocephala
1266,itis,Diptera,Sciomyzidae,Sciomyza,Sciomyza
1267,itis,Coleoptera,Ros,Seracosomus,Seracosomus
1268,itis,Diptera,Tachinidae,Plagiomima,Siphoplagia
1269,itis,Hymenoptera,Pompilidae,Sophropompilus,Sophropompilus
1270,itis,NA,NA,NA,Systogaster
1271,itis,Diptera,Bombyliidae,Bombylius,Thlipsogaster
1272,itis,Lepidoptera,Hesperiidae,Thorybes,Thorybes
1273,itis,Hymenoptera,Eumenidae,Zethus,Zethus
1274,itis,Hymenoptera,Crabronidae,Anacrabro,Anacrabro
1275,itis,Hymenoptera,Vespidae,Ancistrocerus,Ancistrocerus
1276,itis,Hymenoptera,Crabronidae,Astata,Astatus
1277,itis,Hymenoptera,Pompilidae,Cryptocheilus,Cryptocheilus
1278,itis,Lepidoptera,Sphingidae,Deilephila,Deilephila
1279,itis,Coleoptera,Chrysomelidae,Disonycha,Disonycha
1280,itis,Lepidoptera,Noctuidae,Drasteria,Drasteria
1281,itis,Hymenoptera,Pteromalidae,Mesopolobus,Eutelus
1282,itis,Hymenoptera,Chrysydidae,Gonochrysis,Gonochrysis
1283,itis,Diptera,Tachinidae,Janthinomya,Gymnochaeta
1284,itis,Diptera,Anthomyiidae,Bothanophila,Hylemyia
1285,itis,Diptera,Tachinidae,Leucostoma,Leucostoma
1286,itis,Hemiptera,Miridae,Lopidea,Lopidea
1287,itis,Hemiptera,Miridae,Lygus,Lygus
1288,itis,Hemiptera,Lygaeidae,Ortholomus,Ortholomus
1289,itis,Diptera,Tachinidae,Trichopoda,Trichopoda
1290,itis,Hymenoptera,Apidae,Ceratina,Zaodontomerus
1291,itis,Hymenoptera,Andrenidae,Perdita,Zaperdita
1292,itis,Lepidoptera,Erebidae,Deinopa,Angitia
1293,itis,Diptera,Anthomyiidae,Anthomyiella,Anthomyiella
1294,itis,Lepidoptera,Bombycoidea,Brhamaea Walker,Bombias
1295,itis,Lepidoptera,Nymphalidae,Chlosyne,Charidryas
1296,itis,Diptera,Tachinidae,Euthera,Euthera
1297,itis,Lepidoptera,Noctuidae,Feltia,Feltia
1298,itis,Diptera,Tachinidae,Leskiomima,Leskiomima
1299,itis,Hymenoptera,Crabronidae,Ectenmius,Lophocrabro
1300,itis,Hymenoptera,Mutilidae,Mutilla,Mutilla
1301,itis,Lepidoptera,Sematuridae,Nothus,Nothus
1302,itis,Hymenoptera,Megachilidae,Megachile,Oligotropus
1303,itis,Hymenoptera,Halictidae,Oxystoglossa,Oxystoglossa
1304,itis,Lepidoptera,Hesperiidae,Pamphila,Pamphila
1305,itis,Diptera,Callyphoridae,Phormia,Phoramia
1306,itis,Diptera,Calliphoridae,Pollenia,Pollenia
1307,itis,Hymenoptera,Crabronidae,Psen,Psen
1308,itis,Hymenoptera,Mutilidae,Pseudomethoca,Pseudomethoca
1309,itis,Diptera,Tachinidae,Scotiptera,Scotiptera
1310,itis,Diptera,Stratiomyidae,Stratiomis,Stratiomyia
1311,itis,Lepidoptera,Lycaenidae,Strymon,Strymon
1312,itis,Diptera,Syrphidae,Teuchocnemis,Teuchocnemis
1313,itis,Diptera,Tephritidae,Trypeta,Trypeta
1314,itis,Coleoptera,Elateridae,Agriotes,Agriotes
1315,itis,Chiroptera,Pteropodidae,Casinycteris,Argynnis
1316,itis,Diptera,Tachinidae,Belvosia,Belvosia
1317,itis,Hemiptera,Cydnidae,Canthophorus,Canthophorus
1318,itis,Diptera,Syrphidae,Chalcomyia,Chalcomyia
1319,itis,Hymenoptera,Figitidae,Cothonaspis,Cothonaspis
1320,itis,Diptera,Mycetophilidae,Dynatosoma,Dynatosoma
1321,itis,Hymenoptera,Apidae,Emphor,Emphor
1322,itis,Coleoptera,Cerambycidae,Euderces,Euderces
1323,itis,Diptera,Limoniidae,Geranomyia,Geranomyia
1324,itis,Hymenoptera,Chrysididae,Holopyga,Holopyga
1325,itis,Diptera,Sarcophagidae,Metopia,Metopia
1326,itis,Diptera,Tachinidae,Dinera,Myocera
