"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Sida rhombifolia","Hermaphrodite","self_compatible","high",2.5957542496546,"Open","actinomorphic",-0.227787452164874,-0.160285334813111,-0.538564255147165,0.0950897675376597,-0.515726053783617,-0.195893157285638,-0.122930396342562,"shrub","Perennial",-0.203801863235412,1
"Sidastrum paniculatum","Hermaphrodite","self_compatible","low",0.0645729025890303,"Open","actinomorphic",-0.230643580958202,-0.107012350681825,-0.86187188219349,-0.61265491229717,-0.567926233806084,-0.223369346758221,-0.124480530321449,"herb","Perennial",-0.260324758301294,2
"Sideroxylon cinereum","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",0.619262723635923,-0.162706834091806,-0.259850783555507,-0.510153958665919,-0.370725553721208,-0.498131241484052,-0.124790557117226,"tree","Perennial",2.961480260454,4
"Sideroxylon puberulum","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",0.479877355038159,-0.162706834091806,-0.259850783555507,-0.412534002826632,-0.370725553721208,-0.498131241484052,-0.124790557117226,"tree","Perennial",1.54840788380694,4
"Silene acaulis","Dioecious","partially_self_compatible","low",-0.223747462865463,"Tube","actinomorphic",-0.219790291543555,-0.165128333370501,-0.661198182647495,-0.173365111020379,-0.109724653608873,0.271202063748275,-0.119520101589011,"herb","Perennial",-0.561309174527118,2
"Silene chungtienensis","Hermaphrodite","self_compatible","high",2.5957542496546,"Tube","actinomorphic",-0.232357258234199,-0.157863835534417,0.409061548264474,0.363544646095698,0.499277446653242,1.42520202159677,-0.0209315805318175,"herb","Perennial",-0.465220252915118,1
"Silene dioica","Dioecious","dioecious","none",-0.712461093035608,"Tube","actinomorphic",-0.232357258234199,-0.162706834091806,0.186090770991147,0.461164601934985,0.643899495410487,0.367918250691768,0.0274325996094475,"herb","Perennial",-0.458154891031883,4
"Silene flos-cuculi","Hermaphrodite","self_compatible","low",-0.223747462865463,"Tube","actinomorphic",-0.232128767930733,-0.143334839862248,0.520546936901138,0.827239436332311,0.354276946590833,-0.38822648359372,-0.0705358678561918,"herb","Perennial",-0.444024167265412,2
"Silene gracilicaulis","Hermaphrodite","self_compatible","low",-0.223747462865463,"Tube","actinomorphic",-0.232814238841132,-0.153020836977027,-0.705792338102161,-0.563844934377526,0.12227614649098,0.93063061109027,-0.0903775827859416,"herb","Perennial",-0.479350976681589,2
"Silene nivea","Hermaphrodite","self_compatible","low",-0.170547224885826,"Tube","actinomorphic",-0.233156974296331,-0.160285334813111,-0.772683571284159,-0.417415000618596,0.267276646553388,0.93063061109027,-0.125100583913004,"herb","Perennial",-0.444024167265412,2
"Silene stellata","Hermaphrodite","self_compatible","low",0.0394060303030761,"Tube","actinomorphic",-0.231214806716868,-0.119119847075299,0.855003102811128,0.168304734417125,-0.457725853758653,-0.168416967813055,-0.112079458490355,"herb","Perennial",-0.401631995966,2
"Silene suecica","Dioecious","self_compatible","low",-0.223747462865463,"Tube","actinomorphic",-0.231786032475534,-0.131227343468773,1.30094465735778,0.217114712336768,0.528277546665723,-0.00355983097755604,-0.0705358678561918,"herb","Perennial",-0.535873871747471,2
"Silene taimyrensis","Hermaphrodite","self_compatible","low",-0.0940608077019331,"Campanulate","actinomorphic",-0.232357258234199,-0.162706834091806,-0.705792338102161,-0.515034956457883,-0.341725453708727,-0.168416967813055,-0.0965781187014884,"herb","Perennial",-0.523156220357648,2
"Silene vulgaris","Dioecious","self_compatible","low",-0.223747462865463,"Campanulate","actinomorphic",-0.219790291543555,-0.131227343468773,-0.37133617219217,0.461164601934985,0.81827854679054,2.0296781899936,-0.0370529739122392,"herb","Perennial",-0.429893443498942,2
"Silene yunnanensis","Hermaphrodite","self_compatible","low",-0.178644833804184,"Tube","actinomorphic",-0.231786032475534,-0.160285334813111,-0.594306949465497,-0.588249923337348,0.238276546540907,0.93063061109027,-0.0599949567997623,"herb","Perennial",-0.429893443498942,2
"Silphium integrifolium","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.231786032475534,-0.155442336255722,-0.743697370238626,-0.35396202932306,-0.196724953646318,0.216249684803109,-0.0965781187014884,"herb","Perennial",-0.359239824666589,3
"Silphium laciniatum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.232928483992865,-0.155442336255722,0.855003102811128,3.14571338751537,0.81827854679054,0.243725874275692,-0.0965781187014884,"herb","Perennial",-0.0624946255707061,3
"Silphium perfoliatum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.231786032475534,-0.155442336255722,0.475952781446472,2.31594376288143,-0.155544811628594,0.655868716364439,-0.0965781187014884,"herb","Perennial",-0.217932587001883,3
"Silphium terebinthinaceum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.229501129440871,-0.160285334813111,-0.37133617219217,0.461164601934985,-0.341725453708727,-0.0585122099227223,-0.0965781187014884,"herb","Perennial",-0.0624946255707061,3
"Sipanea galioides","Hermaphrodite","self_compatible","low",-0.277026646893051,"Tube","actinomorphic",-0.233156974296331,-0.160285334813111,-0.279918153510106,0.661285511405523,0.47027734664076,0.600916337419273,-0.0896769222274848,"herb","Perennial",-0.514677786097765,2
"Siphanthera cordifolia","Hermaphrodite","self_compatible","low",-0.162218148303071,"Open","actinomorphic",-0.230643580958202,-0.107012350681825,-0.259850783555507,-0.661464890216813,-0.457725853758653,-0.38822648359372,-0.0581347960250983,"herb","Perennial",-0.373587219530812,2
"Sisyrinchium angustifolium","Hermaphrodite","self_compatible","high",2.5957542496546,"Open","actinomorphic",-0.232357258234199,-0.160285334813111,-0.794980649011491,-0.466224978538239,-0.562126213803588,-0.608035999374385,-0.0900675559901642,"herb","Perennial",-0.506199351837883,1
"Sium suave","Monoecious","self_compatible","low",-0.17186424546354,"Open","actinomorphic",-0.210650679404904,0.31675002308977,0.0746053823544836,-0.656583892424849,-0.486725953771135,-0.662988378319551,-0.126340691096113,"herb","Perennial",-0.316847653367177,2
"Smilax anceps","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",-0.219790291543555,-0.131227343468773,-0.594306949465497,-0.607773914505205,-0.39972565373369,-0.38822648359372,-0.125720637504558,"vine","Perennial",0.135335507159882,4
"Smilax herbacea","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",-0.192371455127604,-0.0585823651079286,0.409061548264474,-0.173365111020379,-0.562126213803588,-0.443178862538886,-0.125410610708781,"herb","Perennial",-0.217932587001883,4
"Sobralia liliastrum","Hermaphrodite","self_compatible","none",-0.712461093035608,"Tube","zygomorphic",-0.233385464599797,-0.165128333370501,1.30094465735778,4.12191294590824,3.13828654778907,3.12872576889692,9.17322307504096,"herb","Perennial",-0.0907560731036473,3
"Solanum americanum","Hermaphrodite","self_compatible","high",2.5957542496546,"Open","actinomorphic",-0.232357258234199,-0.157863835534417,-0.259850783555507,-0.270985066859666,-0.440325793751164,-0.360750294121137,-0.0996783866592618,"herb","Short lived",-0.429893443498942,1
"Solanum carolinense","Dioecious","self_incompatible","low",-0.223747462865463,"Open","actinomorphic",-0.232357258234199,-0.155442336255722,0.186090770991147,0.417235621807306,-0.277925233681267,0.655868716364439,-0.0996783866592618,"herb","Perennial",-0.429893443498942,2
"Solanum cheesmaniae","Hermaphrodite","self_compatible","low",-0.161295231409173,"Open","actinomorphic",-0.232357258234199,-0.155442336255722,0.186090770991147,0.363544646095698,-0.515726053783617,-0.113464588867889,-0.0996783866592618,"herb","Perennial",-0.288586205834236,2
"Solanum rostratum","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.228929903682205,-0.145756339140942,0.186090770991147,0.461164601934985,-0.2257250536588,0.765773474254771,-0.0883934112929666,"herb","Short lived",-0.429893443498942,5
"Solidago canadensis","Hermaphrodite","self_incompatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.142103588365026,1.76964959030667,0.186090770991147,-0.393010011658774,-0.509926033781121,-0.278321725703387,-0.117659940814347,"herb","Perennial",-0.14727896816953,2
"Solidago nemoralis","Hermaphrodite","self_incompatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.204938421818248,0.437824987024511,0.186090770991147,-0.173365111020379,-0.425825743744924,-0.250845536230804,-0.118590021201679,"herb","Perennial",-0.401631995966,2
"Solidago rigida","Hermaphrodite","self_compatible","medium",1.26119010572844,"Capitulum","actinomorphic",-0.210650679404904,0.31675002308977,3.53065243009105,-0.334438038155202,-0.312725353696245,-0.234359822547254,-0.113629592469242,"herb","Perennial",-0.316847653367177,1
"Solidago sempervirens","Monoecious","self_compatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.222075194578218,0.0746000952202868,3.53065243009105,-0.173365111020379,-0.341725453708727,-0.300302677281454,-0.117659940814347,"herb","Perennial",-0.232063310768353,2
"Solidago serotina","Hermaphrodite","self_compatible","low",-0.109313286693316,"Capitulum","actinomorphic",-0.210650679404904,0.31675002308977,2.41579854372442,-0.270985066859666,-0.05172445358391,0.381106821638608,-0.117659940814347,"herb","Perennial",-0.14727896816953,2
"Solidago ulmifolia","Hermaphrodite","self_compatible","high",2.5957542496546,"Capitulum","actinomorphic",-0.204938421818248,-0.0464748687144545,-0.259850783555507,-0.449141486266364,-0.254725153671282,-0.377236007804687,-0.121380262363676,"herb","Perennial",-0.345109100900118,1
"Sonchus oleraceus","Hermaphrodite","self_compatible","medium",1.9532837927617,"Capitulum","actinomorphic",-0.233156974296331,-0.160285334813111,-0.427078866510502,0.339139657135877,-0.2257250536588,0.600916337419273,-0.0252719556727003,"herb","Short lived",-0.302716929600706,1
"Sonchus tenerrimus","Hermaphrodite","self_compatible","low",0.0704355864832636,"Capitulum","actinomorphic",-0.232357258234199,-0.160285334813111,-0.61660402719283,-0.0757451551810922,-0.254725153671282,0.326154442693441,-0.0655754391237544,"herb","Short lived",-0.486416338564824,5
"Spartium junceum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Papilionaceous","zygomorphic",-0.176377133884965,-0.155442336255722,0.186090770991147,0.461164601934985,0.81827854679054,-0.278321725703387,-0.117101892581948,"shrub","Perennial",-0.14727896816953,3
"Spenceria ramalana","Hermaphrodite","self_compatible","low",-0.203230262181422,"Open","actinomorphic",-0.231786032475534,-0.143334839862248,-0.259850783555507,0.0218748006581946,-0.544726153796099,-0.223369346758221,-0.126340691096113,"herb","Perennial",-0.500547062331295,2
"Spermacoce capitata","Hermaphrodite","self_compatible","high",2.5957542496546,"Tube","actinomorphic",-0.176377133884965,-0.0706898615014027,-0.661198182647495,-0.661464890216813,-0.521526073786113,-0.184902681496605,-0.126340691096113,"shrub","Perennial",-0.359239824666589,1
"Spermacoce divaricata","Hermaphrodite","self_compatible","high",2.5957542496546,"Campanulate","actinomorphic",-0.199553666999893,-0.107012350681825,1.30094465735778,-0.685869879176635,-0.544726153796099,-0.695959805686651,-0.126340691096113,"herb","Perennial",-0.401631995966,1
"Spermacoce eryngioides","Hermaphrodite","self_compatible","high",2.5957542496546,"Campanulate","actinomorphic",-0.231786032475534,-0.119119847075299,-0.705792338102161,-0.661464890216813,-0.521526073786113,-0.679474092003101,-0.126340691096113,"herb","Perennial",-0.514677786097765,1
"Spermacoce multiflora","Hermaphrodite","self_compatible","medium",0.540525468008309,"Tube","actinomorphic",-0.232928483992865,-0.107012350681825,-0.817277726738824,-0.661464890216813,-0.39972565373369,-0.0585122099227223,-0.126340691096113,"herb","Perennial",-0.359239824666589,1
"Sphaeralcea miniata","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Open","actinomorphic",-0.227787452164874,-0.155442336255722,-0.482821560828834,0.217114712336768,-0.341725453708727,-0.278321725703387,-0.0947869359362486,"herb","Perennial",-0.217932587001883,3
"Spiraea alba","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.222075194578218,0.0746000952202868,-0.259850783555507,-0.490629967498061,-0.57372625380858,-0.619026475163418,-0.115799780039683,"shrub","Perennial",-0.232063310768353,2
"Spiraea myrtilloides","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.226645000647543,-0.131227343468773,-0.259850783555507,-0.490629967498061,-0.515726053783617,-0.498131241484052,-0.115799780039683,"shrub","Perennial",0.135335507159882,2
"Spiranthes lacera","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Tube","zygomorphic",-0.231214806716868,-0.119119847075299,-0.594306949465497,-0.466224978538239,-0.248925133668785,-0.38822648359372,2.99065414238986,"herb","Perennial",-0.444024167265412,5
"Stachys kouyangensis","Hermaphrodite","self_compatible","low",-0.245134323188832,"Tube","zygomorphic",-0.232814238841132,-0.153020836977027,-0.482821560828834,-0.217294091148058,0.238276546540907,0.49101157952894,-0.125100583913004,"herb","Perennial",-0.500547062331295,5
"Stachys sylvatica","Hermaphrodite","self_compatible","low",-0.223747462865463,"Tube","zygomorphic",-0.231214806716868,-0.119119847075299,-0.148365394918843,-0.417415000618596,-0.2257250536588,-0.223369346758221,-0.125100583913004,"herb","Perennial",-0.359239824666589,5
"Stachytarpheta cayennensis","Hermaphrodite","self_compatible","low",-0.155897093987572,"Tube","actinomorphic",-0.233042729144598,-0.157863835534417,-0.37133617219217,-0.368605022698953,0.035275846453535,-0.168416967813055,-0.126340691096113,"herb","Perennial",-0.217932587001883,2
"Stachytarpheta indica","Hermaphrodite","self_compatible","high",2.48560571608549,"Tube","actinomorphic",-0.233042729144598,-0.157863835534417,-0.572009871738165,-0.368605022698953,-0.109724653608873,-0.168416967813055,-0.126340691096113,"herb","Perennial",-0.288586205834236,1
"Stachytarpheta jamaicensis","Hermaphrodite","self_compatible","high",2.5957542496546,"Tube","actinomorphic",-0.233042729144598,-0.157863835534417,-0.572009871738165,-0.368605022698953,-0.16192483363134,-0.157426492024022,-0.126340691096113,"herb","Perennial",-0.288586205834236,1
"Stachyurus praecox","Dioecious","self_incompatible","none",-0.712461093035608,"Tube","actinomorphic",3.19385484224238,-0.0827973578948769,-0.482821560828834,-0.393010011658774,-0.196724953646318,-0.223369346758221,-0.120140155180566,"shrub","Perennial",0.0222897170281175,3
"Stackhousia pulvinaris","Hermaphrodite","self_compatible","low",-0.107326477819893,"Tube","actinomorphic",-0.225502549130211,-0.165128333370501,-0.806129187875158,-0.490629967498061,-0.373625563722457,-0.498131241484052,-0.126340691096113,"herb","Perennial",-0.557069957397177,2
"Staelia thymoides","Hermaphrodite","self_compatible","low",-0.153846376408666,"Tube","actinomorphic",-0.222075194578218,-0.155442336255722,-0.705792338102161,-0.661464890216813,-0.385225603727449,-0.195893157285638,-0.126340691096113,"herb","Perennial",-0.514677786097765,2
"Staphylea bumalda","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Tube","actinomorphic",-0.147815845951683,-0.155442336255722,-0.661198182647495,-0.656583892424849,-0.277925233681267,0.0513925479676102,-0.11269951208191,"shrub","Perennial",0.417949982489294,3
"Staphylea trifolia","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Campanulate","actinomorphic",-0.187801649058278,-0.155442336255722,-0.148365394918843,-0.441819989578418,-0.2257250536588,-0.168416967813055,-0.11269951208191,"shrub","Perennial",0.417949982489294,3
"Stauntonia hexaphylla","Monoecious","monoecious","none",-0.712461093035608,"Campanulate","actinomorphic",-0.062131982151835,-0.131227343468773,0.743517714174465,-0.0269351772614488,0.238276546540907,-0.168416967813055,-0.0428354593621331,"vine","Perennial",0.417949982489294,4
"Stegolepis angustata","Hermaphrodite","partially_self_compatible","low",0.152186098803879,"Tube","actinomorphic",-0.229501129440871,-0.0827973578948769,-0.37133617219217,-0.173365111020379,0.499277446653242,1.48015440054193,-0.117858357963645,"herb","Perennial",-0.401631995966,2
"Steironema quadriflorum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Open","actinomorphic",-0.231786032475534,-0.131227343468773,-0.605455488329164,-0.0513401662212705,-0.39972565373369,-0.195893157285638,-0.112079458490355,"herb","Perennial",-0.412936574979177,3
"Stellaria graminea","Hermaphrodite","self_compatible","none",-0.712461093035608,"Open","actinomorphic",-0.232357258234199,-0.155442336255722,-0.716940876965827,-0.295390055819488,-0.515726053783617,-0.38822648359372,-0.0903775827859416,"herb","Perennial",-0.486416338564824,3
"Stellaria longifolia","Hermaphrodite","self_compatible","low",-0.136253670310441,"Open","actinomorphic",-0.231214806716868,-0.155442336255722,-0.728089415829493,-0.319795044779309,-0.567926233806084,-0.608035999374385,-0.0903775827859416,"herb","Perennial",-0.500547062331295,2
"Stellaria longipes","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.228929903682205,-0.160285334813111,-0.72585970805676,-0.314914046987345,-0.515726053783617,-0.470655052011469,-0.0903775827859416,"herb","Perennial",-0.514677786097765,2
"Stellaria palustris","Hermaphrodite","self_compatible","low",-0.172590155269528,"Open","actinomorphic",-0.233156974296331,-0.165128333370501,-0.572009871738165,0.0218748006581946,-0.446125813753661,-0.38822648359372,-0.0903775827859416,"herb","Perennial",-0.466633325291765,2
"Stellaria uchiyamana","Hermaphrodite","self_compatible","low",-0.176578183802903,"Open","actinomorphic",-0.231786032475534,-0.165128333370501,-0.705792338102161,-0.270985066859666,-0.515726053783617,-0.635512188846968,-0.0903775827859416,"herb","Perennial",-0.444024167265412,2
"Stellaria uliginosa","Hermaphrodite","self_compatible","low",-0.00776333826747626,"Open","actinomorphic",-0.232357258234199,-0.165128333370501,-0.794980649011491,-0.466224978538239,-0.515726053783617,-0.635512188846968,-0.0903775827859416,"herb","Perennial",-0.528808509864236,2
"Stellaria yunnanensis","Hermaphrodite","self_compatible","low",-0.217422112166406,"Open","actinomorphic",-0.228929903682205,-0.155442336255722,-0.694643799238494,-0.246580077899844,-0.515726053783617,-0.223369346758221,-0.0903775827859416,"herb","Perennial",-0.514677786097765,2
"Stellera chamaejasme","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Tube","actinomorphic",-0.1192545580184,-0.107012350681825,-0.259850783555507,-0.466224978538239,0.412277146615797,-0.38822648359372,-0.108284730510041,"herb","Perennial",-0.472285614798353,3
"Stenactis annua","Hermaphrodite","self_compatible","high",2.5957542496546,"Capitulum","actinomorphic",-0.232357258234199,-0.155442336255722,-0.234878056500894,0.759881666803203,-0.167724853633837,-0.476150289905986,-0.0035700799682865,"herb","Short lived",-0.316847653367177,1
"Stenanthium gramineum","Hermaphrodite","self_compatible","low",-0.183213679690338,"Open","actinomorphic",-0.216362936991561,0.195675059155028,0.0746053823544836,-0.0269351772614488,-0.196724953646318,-0.651997902530518,-0.114559672856574,"herb","Perennial",-0.316847653367177,2
"Stephanandra incisa","Hermaphrodite","self_compatible","low",-0.0635922469230902,"Open","actinomorphic",-0.224931323371546,-0.119119847075299,-0.482821560828834,-0.539439945417705,-0.515726053783617,-0.498131241484052,-0.126340691096113,"shrub","Perennial",-0.217932587001883,2
"Stillingia lineata","Monoecious","monoecious","none",-0.712461093035608,"Tube","actinomorphic",-0.182089391471622,-0.131227343468773,-0.817277726738824,-0.710274868136456,-0.57372625380858,-0.608035999374385,-0.125720637504558,"shrub","Perennial",0.587518667686941,4
"Strophostyles helvula","Hermaphrodite","self_compatible","low",-0.0372129889007525,"Papilionaceous","zygomorphic",-0.231786032475534,-0.165128333370501,-0.658968474874762,-0.168484113228415,-0.0459244335814137,0.381106821638608,-0.121380262363676,"vine","Short lived",-0.00597173050482375,5
"Stylidium graminifolium","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Tube","actinomorphic",-0.230643580958202,-0.107012350681825,0.186090770991147,-0.270985066859666,-0.196724953646318,-0.168416967813055,-0.0546624959123921,"herb","Perennial",-0.429893443498942,2
"Stylosanthes biflora","Hermaphrodite","self_compatible","low",-0.0934263343771693,"Papilionaceous","zygomorphic",-0.232357258234199,-0.165128333370501,-0.748156785784093,-0.363724024906988,-0.109724653608873,0.326154442693441,-0.126340691096113,"herb","Perennial",0.107074059626941,5
"Stylosanthes hamata","Hermaphrodite","self_compatible","high",2.5957542496546,"Papilionaceous","zygomorphic",-0.232928483992865,-0.165128333370501,-0.828426265602491,-0.539439945417705,-0.370725553721208,-0.223369346758221,-0.126030664300336,"herb","Short lived",-0.359239824666589,1
"Succisa pratensis","Dioecious","self_compatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.182089391471622,-0.0464748687144545,-0.37133617219217,-0.588249923337348,-0.282830117263378,0.161297305857943,-0.113792046510229,"herb","Perennial",-0.38750127219953,3
"Suriana maritima","Hermaphrodite","self_compatible","low",0.0394060303030761,"Open","actinomorphic",-0.210650679404904,-0.165128333370501,-0.482821560828834,0.217114712336768,-0.457725853758653,-0.278321725703387,-0.121380262363676,"shrub","Perennial",0.135335507159882,2
"Swertia bimaculata","Hermaphrodite","self_compatible","medium",0.655937071440797,"Open","actinomorphic",-0.232357258234199,-0.107012350681825,0.632032325537801,0.339139657135877,-0.341725453708727,-0.168416967813055,-0.0821308700182643,"herb","Short lived",-0.246194034534824,1
"Swertia forrestii","Hermaphrodite","self_compatible","low",-0.134265250293181,"Open","actinomorphic",-0.232357258234199,-0.143334839862248,-0.148365394918843,0.0950897675376597,-0.19984246439766,-0.662988378319551,-0.0821308700182643,"herb","Perennial",-0.50761242421453,2
"Symphoricarpos orbicularis","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Campanulate","actinomorphic",-0.00729992637322635,-0.107012350681825,-0.482821560828834,-0.637059901256991,-0.39972565373369,-0.553083620429219,-0.126340691096113,"shrub","Perennial",-0.288586205834236,3
"Symphyotrichum anomalus","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.227787452164874,-0.157863835534417,-0.37133617219217,0.461164601934985,-0.2257250536588,-0.168416967813055,-0.0841770468703948,"herb","Perennial",-0.232063310768353,3
"Symphyotrichum cordifolium","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.227787452164874,-0.131227343468773,0.186090770991147,-0.00253018830162711,-0.341725453708727,-0.168416967813055,-0.109909270919914,"herb","Perennial",-0.373370548433059,3
"Symphyotrichum ericoides","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.199226164231591,-0.131227343468773,0.186090770991147,-0.173365111020379,-0.16192483363134,-0.300302677281454,-0.109909270919914,"herb","Perennial",-0.429893443498942,3
"Symphyotrichum lanceolatum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.216362936991561,-0.143334839862248,1.07797388008445,0.61247553348588,-0.167724853633837,-0.168416967813055,-0.109909270919914,"herb","Perennial",-0.203801863235412,3
"Symphyotrichum lateriflorum","Hermaphrodite","self_incompatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.227787452164874,-0.131227343468773,0.186090770991147,-0.173365111020379,-0.39972565373369,-0.168416967813055,-0.108979190532582,"herb","Perennial",-0.401631995966,2
"Symphyotrichum nova-angliciae","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.230643580958202,-0.107012350681825,0.409061548264474,0.607594535693915,0.592077766693183,-0.278321725703387,-0.0841770468703948,"herb","Perennial",-0.359239824666589,3
"Symphyotrichum turbinellum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.230643580958202,-0.155442336255722,-0.324512308964772,0.563665555566236,0.53407756666822,-0.168416967813055,-0.106188949370586,"herb","Perennial",-0.379022837939647,3
"Symplocos microcalyx","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Brush","actinomorphic",-0.1192545580184,-0.131227343468773,-0.705792338102161,-0.270985066859666,-0.277369881766028,-0.38822648359372,-0.122620369546785,"shrub","Perennial",-0.00597173050482375,3
"Symplocos paniculata","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Open","actinomorphic",0.566216352380382,-0.131227343468773,-0.728089415829493,-0.319795044779309,-0.385774188952685,-0.38822648359372,-0.122620369546785,"shrub","Perennial",-0.00597173050482375,3
"Syngonanthus caulescens","Hermaphrodite","self_compatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.232357258234199,-0.165128333370501,-0.817277726738824,-0.661464890216813,-0.57372625380858,-0.662988378319551,-0.126340691096113,"herb","Short lived",-0.53163465461753,5
"Syzygium commersonii","Hermaphrodite","self_compatible","low",-0.198935847795287,"Brush","actinomorphic",-0.0166728842342917,0.437824987024511,0.598614580293961,-0.210755587855907,-0.235724288143104,0.129139173699231,-0.107739083349473,"shrub","Perennial",-0.429893443498942,2
"Syzygium coriaceum","Hermaphrodite","self_compatible","low",-0.272333116375609,"Open","actinomorphic",-0.176377133884965,-0.107012350681825,0.209142233181587,-0.0888831742377979,-0.239300000474643,-0.227026427577022,-0.107739083349473,"shrub","Perennial",0.0476826276364651,2
"Syzygium glomeratum","Hermaphrodite","self_compatible","low",-0.315774745650247,"Brush","actinomorphic",-0.1192545580184,-0.107012350681825,0.239380786759472,-0.10612936643607,-0.208829595391528,-0.608035999374385,-0.118279994405902,"tree","Perennial",0.841871695483412,2
"Syzygium jambos","Hermaphrodite","self_compatible","medium",2.01305722906712,"Brush","actinomorphic",-0.1192545580184,-0.107012350681825,2.41579854372442,2.90166349791716,3.71828854803871,3.67824955834858,-0.0903775827859416,"tree","Perennial",2.11363683446577,1
"Syzygium mauritianum","Hermaphrodite","self_compatible","low",-0.223747462865463,"Brush","actinomorphic",-0.086009742487671,-0.155442336255722,0.855003102811128,0.173185732209089,0.528277546665723,0.958106800562853,-0.107739083349473,"tree","Perennial",0.700564457818706,2
"Syzygium petrinense","Hermaphrodite","self_compatible","low",-0.311418928782371,"Brush","actinomorphic",0.0331751315956664,0.0746000952202868,0.483154737552401,-0.16522197970412,-0.237421760663835,0.0267010702980734,-0.107739083349473,"shrub","Perennial",0.0619263971930675,2
"Syzygium venosum","Hermaphrodite","self_compatible","low",-0.30965768004595,"Brush","actinomorphic",0.0521131695812954,-0.0827973578948769,0.186090770991147,0.0218748006581946,-0.0521855551741084,0.655868716364439,-0.116419833631238,"tree","Perennial",0.700564457818706,2
"Syzygium wrightii","Dioecious","dioecious","none",-0.712461093035608,"Campanulate","actinomorphic",-0.1192545580184,0.0140626132529162,-0.482821560828834,-0.602892916713241,-0.05172445358391,0.710821095309605,-0.105878922574809,"tree","Perennial",4.23324539943635,4
"Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Tube","actinomorphic",0.156059120885684,-0.143334839862248,0.403074782894685,0.113637559147124,0.241804408707425,0.281697968126802,-0.077976510954848,"tree","Perennial",1.35192016983417,3
"Taenidia integerrima","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.204938421818248,0.437824987024511,1.30094465735778,-0.61265491229717,-0.457725853758653,-0.498131241484052,-0.126898739328512,"herb","Perennial",-0.401631995966,2
"Talinum fruticosum","Hermaphrodite","self_compatible","high",2.82131438665621,"Open","actinomorphic",-0.231786032475534,-0.155442336255722,-0.482821560828834,0.217114712336768,-0.2257250536588,-0.586055047796318,-0.0965781187014884,"herb","Perennial",-0.359239824666589,1
"Tamarindus indica","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Papilionaceous","zygomorphic",0.337726048914121,-0.131227343468773,-0.0368800062821798,0.217114712336768,0.528277546665723,-0.168416967813055,-0.118900047997457,"tree","Perennial",4.82673579762812,5
